Date,Open,High,Low,Close
18-01-15,200.050003,218.695007,194.505997,210.339005
19-01-15,211.470993,216.727997,207.317993,214.860992
20-01-15,212.906998,215.240997,205.153,211.315002
21-01-15,211.378006,227.787994,211.212006,226.897003
22-01-15,227.322006,237.018997,226.434006,233.406006
23-01-15,233.516998,234.845001,225.195999,232.878998
24-01-15,232.699997,248.210007,230.022003,247.847
25-01-15,247.352005,255.074005,243.889999,253.718002
26-01-15,254.078995,309.384003,254.078995,273.472992
27-01-15,273.166992,275.480011,250.653,263.475006
28-01-15,263.351013,266.535004,227.046005,233.914993
29-01-15,233.348007,238.705994,220.712006,233.513
30-01-15,232.772003,242.850998,225.839005,226.425003
31-01-15,226.440994,233.503998,216.309006,217.464005
01-02-15,216.867004,231.574005,212.014999,226.972
02-02-15,226.490997,242.175003,222.658997,238.229004
03-02-15,237.453995,245.957001,224.483002,227.268005
04-02-15,227.511002,230.057999,221.113007,226.852997
05-02-15,227.664993,239.404999,214.725006,217.110992
06-02-15,216.923004,230.509995,216.231995,222.266006
07-02-15,222.632996,230.298996,222.606995,227.753998
08-02-15,227.692993,229.438004,221.076996,223.412003
09-02-15,223.389008,223.977005,217.018997,220.110001
10-02-15,220.281998,221.807007,215.332001,219.839005
11-02-15,219.731995,223.406006,218.074005,219.184998
12-02-15,219.207993,222.199005,217.613998,221.764008
13-02-15,221.968994,240.259003,221.261993,235.427002
14-02-15,235.528,259.808014,235.528,257.321014
15-02-15,257.506989,265.610992,227.684006,234.824997
16-02-15,234.824997,239.520996,229.022003,233.843002
17-02-15,233.421997,245.774994,232.313995,243.610001
18-02-15,243.779999,244.251007,232.339996,236.326004
19-02-15,236.410004,242.671997,235.591995,240.283005
20-02-15,240.251007,247.100998,239.298996,243.779007
21-02-15,243.751999,255.320007,243.184006,244.533997
22-02-15,244.544006,246.391998,233.850998,235.977005
23-02-15,235.994995,240.108994,232.421005,238.891998
24-02-15,238.998001,239.901001,236.401993,238.735001
25-02-15,238.889999,239.339996,235.529999,237.470001
26-02-15,237.337006,237.710007,234.257004,236.425995
27-02-15,236.436005,256.653015,236.436005,253.828003
28-02-15,253.520004,254.692001,249.479004,254.263
01-03-15,254.283005,261.660004,245.932999,260.201996
02-03-15,260.356995,276.300995,258.312988,275.670013
03-03-15,275.04599,285.79599,268.161011,281.701996
04-03-15,281.98999,284.225006,268.126007,273.09201
05-03-15,272.739014,281.666992,264.769012,276.178009
06-03-15,275.600006,277.608002,270.015015,272.722992
07-03-15,272.294006,277.854004,270.132996,276.260986
08-03-15,276.433014,277.858002,272.565002,274.354004
09-03-15,274.812012,292.700989,273.893005,289.606995
10-03-15,289.862,300.044006,289.743011,291.76001
11-03-15,291.524994,297.390991,290.507996,296.378998
12-03-15,296.127014,297.088013,292.412994,294.354004
13-03-15,294.118011,294.497986,285.337006,285.337006
14-03-15,284.441986,286.34201,280.976013,281.88501
15-03-15,281.424988,286.528992,280.996002,286.393005
16-03-15,285.684998,294.112,285.684998,290.592987
17-03-15,290.595001,292.36499,284.373993,285.505005
18-03-15,285.066986,285.335999,249.869995,256.299011
19-03-15,255.880005,264.243988,248.636002,260.928009
20-03-15,260.955994,264.847992,259.161987,261.748993
21-03-15,261.644012,262.196014,255.649994,260.024994
22-03-15,259.916992,269.747009,259.589996,267.959991
23-03-15,267.894989,277.296997,261.744995,266.73999
24-03-15,266.576996,267.002991,244.154999,245.595001
25-03-15,247.472,249.190002,236.514999,246.197006
26-03-15,246.276001,254.354004,244.904999,248.531998
27-03-15,248.565994,256.811005,245.212997,247.029007
28-03-15,246.975006,254.205002,246.975006,252.798004
29-03-15,252.740005,253.139008,240.850006,242.712997
30-03-15,242.878998,249.242004,239.214005,247.526001
31-03-15,247.453995,248.729996,242.738998,244.223999
01-04-15,244.223007,247.541,241.160004,247.272003
02-04-15,247.089005,254.460999,245.416,253.005005
03-04-15,253.074005,256.042999,251.878998,254.322006
04-04-15,254.291,255.257996,251.100006,253.697006
05-04-15,253.761002,260.674988,251.942001,260.597992
06-04-15,260.721008,261.798004,254.574997,255.492004
07-04-15,255.274002,255.804993,252.205002,253.179993
08-04-15,253.063995,253.847,244.214996,245.022003
09-04-15,244.751007,246.117996,239.399994,243.675995
10-04-15,243.694,243.694,232.770996,236.072006
11-04-15,236.016006,239.537003,234.175003,236.552002
12-04-15,236.535004,237.727997,233.494995,236.153
13-04-15,235.949997,236.934998,221.996002,224.587006
14-04-15,224.759003,224.975998,216.322998,219.158997
15-04-15,219.072998,223.832993,218.649002,223.832993
16-04-15,223.917007,229.671997,223.917007,228.572998
17-04-15,228.574997,228.906006,221.942001,222.882004
18-04-15,222.852997,224.315994,220.876007,223.356003
19-04-15,223.455994,226.352997,222.373001,222.600006
20-04-15,222.612,226.350998,221.977005,224.626007
21-04-15,224.619995,235.268997,224.300995,235.268997
22-04-15,235.602005,237.908997,233.475998,234.175995
23-04-15,234.052994,236.475006,233.199005,236.462006
24-04-15,235.970001,236.304993,229.932999,231.268005
25-04-15,231.235001,232.561005,226.337006,226.389999
26-04-15,226.410004,226.944,214.873993,219.429993
27-04-15,219.429001,233.304993,218.022995,229.285995
28-04-15,228.968994,229.494995,223.069,225.854996
29-04-15,225.591003,227.039993,223.429993,225.807999
30-04-15,225.692993,239.563004,224.992996,236.145004
01-05-15,235.938995,238.966003,232.078995,232.078995
02-05-15,232.341003,235.727005,232.341003,234.929993
03-05-15,234.880005,243.240005,234.082993,240.358002
04-05-15,240.356003,242.638,237.809998,239.018005
05-05-15,238.852005,239.203995,232.054001,236.121002
06-05-15,236.248993,236.453995,229.231003,229.781998
07-05-15,229.662003,239.104996,228.572998,237.334
08-05-15,237.203995,246.274994,236.274002,243.863007
09-05-15,243.768997,247.804001,239.639008,241.832001
10-05-15,241.729004,244.067993,238.848999,240.296005
11-05-15,240.298996,244.270004,239.376007,242.158005
12-05-15,242.145004,242.880997,240.098999,241.112
13-05-15,241.397995,243.703995,235.044998,236.376999
14-05-15,236.214005,237.798996,234.057007,236.929001
15-05-15,236.955002,238.753006,236.794998,237.604996
16-05-15,237.643997,237.697006,235.294998,236.153
17-05-15,236.009995,238.024994,236.009995,236.802002
18-05-15,236.886993,237.210007,232.460007,233.128006
19-05-15,233.037003,234.151001,231.817001,231.947006
20-05-15,231.889999,234.682999,231.841995,234.018005
21-05-15,234.016006,236.242004,233.835007,235.343994
22-05-15,235.320999,240.968994,235.059998,240.348007
23-05-15,240.285995,241.024994,238.690994,238.871994
24-05-15,238.975998,241.977997,238.811005,240.953003
25-05-15,240.927002,241.020996,236.636993,237.110001
26-05-15,237.104004,238.242004,235.692001,237.115997
27-05-15,237.065002,238.636002,236.695007,237.283005
28-05-15,237.257004,237.824005,236.651993,237.408005
29-05-15,237.376999,237.522003,235.731003,237.095993
30-05-15,237.091995,237.093002,232.046005,233.345001
31-05-15,233.134995,233.251999,229.542007,230.190002
01-06-15,230.233002,231.712997,221.296005,222.925995
02-06-15,222.893997,226.416,222.419006,225.802994
03-06-15,225.735992,227.404007,223.929993,225.873993
04-06-15,225.772003,226.580994,224.054001,224.324005
05-06-15,224.154007,225.968002,223.179001,224.951996
06-06-15,225.005005,225.718994,224.378998,225.619003
07-06-15,225.595993,226.194,222.651993,222.880997
08-06-15,222.878998,229.464005,222.839005,228.488998
09-06-15,228.537994,230.953995,227.929001,229.048004
10-06-15,228.994995,229.781998,228.009995,228.802994
11-06-15,228.854996,230.287003,228.766998,229.705002
12-06-15,229.705002,231.057007,229.313004,229.981995
13-06-15,229.919998,232.651993,229.210007,232.401993
14-06-15,232.442001,234.858002,232.003998,233.542999
15-06-15,233.421997,237.835999,233.421997,236.822998
16-06-15,236.764999,251.742004,236.121994,250.895004
17-06-15,250.822998,256.852997,246.475998,249.283997
18-06-15,249.427994,252.108002,244.126999,249.007004
19-06-15,249.042999,250.977005,243.787003,244.606003
20-06-15,244.529999,245.828003,240.626999,245.212006
21-06-15,245.100006,245.223999,241.882004,243.944
22-06-15,243.968994,247.917007,243.779007,246.990005
23-06-15,246.927002,247.304001,243.132996,244.296005
24-06-15,244.281998,244.341003,240.514999,240.514999
25-06-15,240.365005,243.332001,240.365005,242.798996
26-06-15,242.604004,243.748993,241.552994,243.593994
27-06-15,243.548996,251.339005,243.117004,250.990005
28-06-15,250.955002,251.171997,247.434006,249.011002
29-06-15,248.720993,257.173004,248.580994,257.063995
30-06-15,257.036011,267.867004,255.945999,263.071991
01-07-15,263.345001,265.171997,255.774002,258.621002
02-07-15,258.552002,261.631012,254.115997,255.412003
03-07-15,255.459,257.076996,253.505005,256.335999
04-07-15,256.490997,261.457001,254.199997,260.885986
05-07-15,260.804993,274.506012,258.700989,271.912994
06-07-15,271.108002,277.421997,267.600006,269.029999
07-07-15,269.963013,271.341003,264.832001,266.207001
08-07-15,265.981995,272.971008,264.385986,270.785004
09-07-15,270.826996,272.334991,267.085999,269.227997
10-07-15,269.156006,294.591003,268.802002,284.894012
11-07-15,284.880005,298.506012,283.529999,293.11499
12-07-15,293.140015,314.394012,292.505005,310.867004
13-07-15,310.826996,310.947998,281.010986,292.053986
14-07-15,292.033997,296.147003,286.638,287.463989
15-07-15,288.045013,293.247986,285.367004,285.82901
16-07-15,286.041992,291.183014,275.23999,278.088989
17-07-15,278.091003,280.279999,272.042999,279.471985
18-07-15,279.330994,282.527008,274.075012,274.901001
19-07-15,274.766998,275.670013,272.513,273.614014
20-07-15,273.498993,278.980988,272.959991,278.980988
21-07-15,278.881989,280.546997,275.419006,275.833008
22-07-15,275.657013,277.665985,274.381012,277.221985
23-07-15,277.341003,278.110992,275.716003,276.049011
24-07-15,276.005005,289.252991,275.253998,288.278015
25-07-15,288.164001,290.733002,286.002014,288.696991
26-07-15,288.640015,293.052002,287.705994,292.686005
27-07-15,292.639008,297.773987,287.450012,293.623993
28-07-15,293.632996,296.648987,293.423004,294.427002
29-07-15,294.484009,294.536011,288.777008,289.589996
